"gene";"bart_all";"bart_FEMALE";"bart_MALE"
"ADCK2";-0.000309453095554768;-0.000262386109123534;0.000746927417094997
"ADCK4";-0.000291401556032537;-0.000345446581275764;0
"ADCY1";-0.000345144845871762;-0.000322283703344863;0.000710969252219066
"ADCY10";-0.000310581592314546;-0.000252815489317667;0.000682858976471566
"ADCY2";-0.000236278900014068;4.49959769680782e-05;0.000715700544478455
"ADCY5";-0.000258080984763948;-0.000212104600211534;0.000710958395995892
"ADCY6";-0.000309369118000141;-5.52313343396153e-05;0.00061046837106878
"ADCY9";-0.000136667546975322;-0.000252447817894956;0.000647243107359187
"ADCYAP1";-0.000308901117969336;-0.000255103413127807;0.000810426185597929
"ADH1C";-0.000323612167879408;-0.000251305587590989;0.000705402004625744
"ADIPOQ";-0.000308901117969336;-0.000253931212195907;0.000708818239389282
"ADIPOR1";-0.000311798633762894;-0.000220626669137595;0.000693679154849623
"ADIPOR2";-0.000308617925672838;0.000239767785768156;0.000709147321187644
"ADK";-0.000430872014987495;-0.000188054583161405;0.000695861670928451
"ADORA1";-0.00035125753817376;-0.000212042847146347;0.000732736814176514
"ADORA3";-0.000301832147761899;-0.000636463925201355;0.000711198116336461
"ADPRH";-0.000309512617931166;-0.000425246841631259;0.000716089207304377
"ADPRHL1";-0.000401949148604967;0;0.000690161852279445
"ADRA1A";-0.000307487807807784;-0.000213672930765058;0.000711884752461163
"ADRA1B";-0.000315741140069033;-0.000250682493629415;0.000771074024070969
"ADRA1D";-0.000309474357354691;-0.000251305587590989;0.000910303355157734
"ADRB1";-0.000310490477397389;0.000133214392546597;0.000664085241224445
"ADRB2";-0.000313986334678569;-0.00035788800805623;0.000708997218652901
"ADRBK1";-0.000308920983446167;-0.000242378804295669;0.000709147321187644
"AEN";-0.000308901117969336;-0.00136002440848046;0.000693960403834298
"AFAP1L1";-0.0003091815820795;0.000449907181276547;0.000677209775274094
"AFF1";-0.000308676256700587;-0.00024627724094972;0.000712409319757201
"AFF3";-0.000313293181993971;-0.000256324974493138;0.000720275154368407
"AFF4";-0.000312840174395126;-0.000349922064472443;0
"AFP";-0.000316051463050726;-0.000249887614591447;0.000600210028519258
"AG2";-0.000309939182267173;-0.000115308485299614;0.000709899561522415
"AGA";-0.000524346321495954;-0.000272136126304005;0.000716795667898953
"AGAP11";-0.000338869110353771;-0.000250879268875814;0.000726985449432956
"AGAP3";-0.000313423896987229;-0.000255425639728796;0.000707753401584223
"AGAP7";-0.000305261141806135;-0.000253028786225407;0
"AGAP8";-0.000182446347929066;-0.000182338285500052;0.000574056787600397
"AGBL5";-0.000314298075419358;-0.000482211952764981;0.000708992848536479
"AGER";-0.000217896510165831;-0.000228237002733446;0.000711288124634222
"AGL";-0.000243773447286683;-0.000246144701564734;0.00072410281843411
"AGPAT2";-0.000308901117969336;-0.00037402751184817;0.00061383614055001
"AGPAT6";-0.000205073068779749;-0.000262262474850082;0.000899866545268206
"AGPAT9";-0.000305485225389148;-0.000247952288753358;0.00066732984887097
"AGPS";-0.000243059920304524;-0.000248947758184341;0.000725104941293947
"AGRN";-0.000308901117969336;-0.000251305587590989;0.000674995730619669
"AGXT2L1";-0.000298305113320291;-0.000241636241775417;0.000697819537921649
"AHCY";-0.000308859893012973;-0.00118568477597634;0.000768332860051842
"AHCYL2";-0.000307414576798543;-0.000221939036888935;0.000698295013905936
"AHR";-0.000276685820591782;-0.000131817703636072;0.000704688279434688
"AHRR";-0.000276462841644653;-0.000236625929623485;0.000717208503636346
"AICDA";-0.000308901117969336;-0.000253057266480933;0.000706728581950048
"AIDA";-0.000314725616635875;-0.000250174808974324;0.000707170743638563
"AIF1L";0;0.000332034502655613;0.000276834227092302
"AIFM1";2.02653731095348e-05;-0.000241222223952967;0.00070200172570151
"AIFM2";-0.000373946347199224;-0.000518636257533685;0.00070134213119295
"AIFM3";-0.00030695141134866;-0.000257482517157999;0.000709800844176622
"AIG1";-0.000306495425491116;-0.000219152158179294;0.000710254464430186
"AIP";-0.000303091144836567;-0.00024795182896271;0.000855365814050196
"AIRE";-0.000309277181264171;-0.000249270901553859;0.000708523470440148
"AJAP1";-0.000507177666644735;-0.000198813820713219;0.000701550408305622
"AK1";-0.000311170825539194;-0.000249817473497334;0.00070952196939417
"AK3";-0.000267496944451712;-0.000243104043170443;0.000706694360671534
"AK7";-0.000189151416944631;-0.000245374579956089;0.000715018491725209
"AKAP1";-0.000390540755060413;-0.000243831752848704;0.000779262629656121
"AKAP12";0;-0.000265081992176197;0.000693226534747051
"AKAP14";-0.000309231461381315;-0.00024927970737175;0.000709647265981578
"AKAP2";-0.000230823159122569;-0.000252132404731287;0
"AKAP3";0.000100132836013976;-0.000251371007970012;0.000709368282149114
"AKAP6";-0.000362851495118042;-0.000250889148653712;0.000718023798546014
"AKAP9";-0.000771879009372341;-0.000251787559526736;0.000709147321187644
"AKR1B1";-0.000331937120862698;-9.86942582456574e-06;0.000701758575706011
"AKR1B15";-0.000308901117969336;-0.00025175866868371;0.000709147321187644
"AKR1C3";-0.000368818607012217;-7.87583028015644e-05;0.000716975751196564
"AKR7A2";-0.000308666619814487;-0.000353166057863855;0.000700845147832424
"AKT1";-0.000307472120433723;-0.000224072470803399;0.000694213538322919
"AKT2";-0.000377515279860456;-0.000285341686105943;0.000681245420895103
"AKT3";-0.000308901117969336;-0.000351587926696082;0
"AKTIP";-0.00031663732260945;-0.000535882753101093;0.000669154353955999
"ALAS1";-0.00034358072704078;-0.000170396202597269;0.000501488167579737
"ALAS2";-0.000308944076374405;-0.000252841118418943;0.000708265723017215
"ALCAM";-0.000294143370791713;-0.00024598949294767;0.000708525188619913
"ALDH18A1";-0.000308901117969336;0.000141114852537834;0.000860729785957565
"ALDH1A2";-0.000751651950883564;-0.000250795212898297;0.000709147321187644
"ALDH1B1";-0.000306874025283814;-0.000410582534402574;0.000759657407837994
"ALDH1L1";-0.000308901117969336;-0.0002920642057843;0.000711792119621176
"ALDH2";-0.000308399492966262;-0.000176929436468879;0.000709147321187644
"ALDH3A1";-0.000308901117969336;-0.000221007783335862;0.000709147321187644
"ALDH3A2";-0.00029504730737715;-0.000256216073032957;0.000854813037526266
"ALDH3B1";-0.000317585618608381;-0.000244105262522657;0.000709147321187644
"ALDH5A1";-5.65610557352529e-05;-5.85123771016956e-05;0
"ALDH9A1";-0.000336408696435862;-0.000281781249268618;0.000685338540542257
"ALDOC";-0.000290294043345381;-0.00019775754664312;0.000708208041742205
"ALG1";-0.000277999721691722;-0.000255323265345982;0.000785527686442887
"ALG11";-0.000310052412329017;0.000634328146192346;0.000709163474393859
"ALG12";-0.000318824165016179;-0.000248945657576816;0.000709147321187644
"ALG14";-0.000314698200310209;-0.000246386339988539;0.000761093963466047
"ALG1L";-0.000201488291242704;-0.000251151828872511;0.000724346195462222
"ALG3";-0.000301077518480984;-0.000150825127749856;0.000658290969509752
"ALG5";-0.000327488348236066;-0.000287587620127546;0.000730318511684197
"ALG6";-0.000315528738252918;-0.000243983721322229;0.00072383625258791
"ALG8";-0.000308901117969336;-0.000255427650038563;0.000706489201781276
"ALG9";-0.000309917778545064;-0.000528471895211073;0.000717503919453272
"ALK";-0.000342746576588251;-0.00025023714343008;0.0007065927910262
"ALKBH3";-0.000318322402817543;-0.000251305587590989;0.000591616146510957
"ALKBH5";-0.000228645966229692;-0.000265049456492491;0
"ALOX12";-0.000273906978252893;-0.000225309621481368;0.000851229663090695
"ALOX12B";5.08137460474752e-05;-7.15836945058261e-05;0.000691603046827035
"ALOX12P2";-0.000319285852380763;-0.000260638502268473;0.000679279822880211
"ALOX15";-0.000309672966491483;-0.000262624954102849;0.000708673218897149
"ALOX15B";-0.000308901117969336;-0.000255312159964564;0.000717314461251136
"ALOX5";-0.000308901117969336;0;0.000678611990587361
"ALPK3";-0.000343972575277505;-0.000226085663672561;0.00020537571303126
"ALPP";-0.000309360953065672;-0.000256658580796563;0.000709035469910594
"ALS2CL";-0.000309965330693205;-0.00026235805497339;0.000779722155366848
"ALS2CR11";-0.000327857826421518;-0.000503079933452734;0.000699243805810736
"ALS2CR4";-0.000392848803308295;-0.000699744795953082;0.000675514705236171
"AMDHD2";-0.000311580122578081;-0.000250924054420204;0.000701690984106074
"AMELX";-0.000308853936385793;-0.000245818356402864;0.000709379167462628
"AMH";-0.000248941038146968;-0.000250426579821267;0.000723988369683594
"AMIGO2";-0.000307535123578752;-0.000326678436592894;0.000204514179317559
"AMN";-0.000308901117969336;-0.000236053949425702;0.000747839818189675
"AMOT";-0.000312763564925261;-0.000254169171852681;0.000704434317895976
"AMOTL1";-0.000314189976101934;-0.000263186918378566;-0.000466723861462185
"AMPD2";-0.000276698632775792;-0.000221231455452969;0.000784866197501092
"AMPD3";-0.00032508460450776;5.74256743965459e-05;0.000771702761636972
"AMT";-0.000293621841208191;-0.000276123011524896;0
"AMTN";-0.000159934562060297;-0.00101050095376207;0
"AMY1A";-0.000310047505273795;-0.000161490096461027;0.000707010559063657
"AMY2B";-0.00030331125468104;-0.000208197437148564;0.000726742749019908
"AMZ2P1";-0.000309356109437486;-0.000243732781726351;-0.000203596425016173
"ANAPC16";-0.000297735249816659;-0.000437107411161249;0.000763620833086115
"ANGEL1";-0.000308901117969336;-0.00027480146559681;0.000711240483956623
"ANGPT2";-0.000315702501191203;-0.000393502666612527;0.000709147321187644
"ANGPT4";-0.000313852095079524;-0.000251361784775408;0.000666071993933892
"ANGPTL6";-0.000624458731838532;-0.000376787963677744;0.000695277330326854
"ANGPTL7";-0.000308879228783854;-0.000266058698478968;0.000711774214483703
"ANK1";-0.000309412224647097;-0.000162175893236268;0.000724500512463111
"ANK3";-0.000313471655196022;-0.000254246791865242;0.000709147321187644
"ANKDD1A";-0.000306271924045304;-0.000250439828549195;0.000712467202949452
"ANKFN1";-0.000310171673156351;-0.000273529718273311;0.000711836669670731
"ANKHD1";-0.000300997743471245;-0.000170970697845487;0.000711652381463301
"ANKHD1.EIF4EBP3";-0.000308901117969336;-0.000251305587590989;0.00080120547234294
"ANKK1";-0.000310505428535155;-0.000192870387337692;0.000710341598852634
"ANKLE1";-0.000305969726342605;-0.000666749075937815;0.000709051133301432
"ANKMY2";-0.000307008982703764;-0.000243320641666359;0.000709147321187644
"ANKRD13A";-0.000299062540377293;0.00134085860994832;0.000709640722114402
"ANKRD19";-0.00030674442434722;-0.000306263782371541;0.000709492269900712
"ANKRD2";-0.000308169431857754;-0.000435762060382962;0.000716240959688556
"ANKRD22";-0.000308901117969336;-0.000253209801045421;0.000460460971621875
"ANKRD23";-0.000305871481598269;-0.000251305587590989;0.000724085915827999
"ANKRD24";-0.000307578219720696;-0.000258441658057851;0.000709472556802445
"ANKRD29";-0.000311981126924876;-0.000254994902303507;0.000682862454234429
"ANKRD30B";-0.000619698332712293;-0.000229957620763523;0.000550099161005646
"ANKRD34A";-0.000308901117969336;-0.000308929293992296;0.000702057757378945
"ANKRD34B";-0.000301998284793046;-0.000215845724609855;0.000707845556942643
"ANKRD35";-0.000304969934652579;0.000299452379534117;0.000669285627548792
"ANKRD39";-0.000308901117969336;-0.0002498558323487;0.000709147321187644
"ANKRD45";-0.000829702061922224;-0.000281226358066407;0.000660020863221063
"ANKRD49";-0.000270941698975106;-0.00022797904583981;0.000797210571702406
"ANKRD5";-6.68977076894968e-05;-0.000239374649495046;0.000751650990828097
"ANKRD50";-0.000289893245089294;-0.00027032667419406;0.000687129079026838
"ANKRD53";-0.000294812381500141;-0.000196189603560441;0.000873480275288019
"ANKRD54";-0.000308901117969336;-0.00024328812403576;0.000707081884629477
"ANKRD57";-0.000305532571718268;-0.000300266807805052;0.000709147321187644
"ANKRD58";-0.000319359751121327;-0.000304701015903908;0.000713669351986514
"ANKRD7";-0.000293262422006537;-0.000245600783991577;0.000699958217303744
"ANKS1A";-0.00030994358605884;-0.000251305587590989;0.000564132126117271
"ANKS3";-0.000298743893985463;-0.000251305587590989;0.000714107267194021
"ANO1";-0.000340906506520028;-0.000249122867611236;0.000701693230347034
"ANO10";-6.50457169782293e-05;0.000152147826396176;0.00044794680060517
"ANO2";-0.000308901117969336;-0.000237509567077371;0.000893802174466167
"ANO4";-0.000308901117969336;-0.000247850038673745;0.000709106082551688
"ANP32A";-0.000308901117969336;-0.000296691410939315;0.000611625748650054
"ANXA10";-0.000313088783787876;-0.000251305587590989;0.00070665744038285
"ANXA13";-0.000307725067335642;-0.00025236876487032;0.000713679541813811
"ANXA3";-0.000285181569510107;-0.000240533293143336;0
"ANXA5";-0.000314996450579885;-0.000258540269384368;0.000695020570043342
"ANXA6";-0.000397039476056325;-0.000245783063091665;0
"ANXA7";-0.000253019093803612;-0.00029744803485399;0.000825066132088675
"AOC2";-0.000305331238356445;-0.000253646752044025;0.000710393174794238
"AP1M1";-0.000355723616009993;-0.000271648571979714;0.000716855828959815
"AP1S1";-0.000308901117969336;-0.000269255124293264;0.000634967904784485
"AP2M1";-0.000306480951894444;-0.000349994131568832;0
"AP3B2";-0.000285509846100103;-0.000198392573058544;0.000718860037452932
"AP3S1";-0.000309555539917726;-0.000377763050503976;0.000547497487195135
"AP3S2";-0.000511600336878902;-0.000316423369938068;0.000718951452375642
"AP4B1";-8.32444640720945e-05;-0.000168092356267078;0.00048926375517219
"APBA1";-0.000313011473250357;0.000167748565513567;0.000716718440219547
"APBA3";-0.000308780565573439;8.23483690474488e-05;0.000705528538151926
"APBB1";-0.000314275011849461;-0.000216212950634696;0.000704318157156962
"APC";-0.000308901117969336;-0.000241977618334754;0.000882586950334618
"APCDD1";0.000169575969395125;-0.000251961703971019;0
"APEH";-0.000308901117969336;-0.000383826781824372;0.00071291199241032
"APLF";-0.000308901117969336;-0.000163285914911565;0.000778285891338248
"APLNR";-0.00031664598617806;-0.000310338482708709;0.000752155654383182
"APLP2";-0.000317957491824034;-0.000251009599993364;0.000864528023101885
"APOA1BP";-0.000308901117969336;-0.000255062103975399;0.000708218448053773
"APOBEC1";-0.000286589645122394;-0.000252182110222591;0.000709147321187644
"APOBEC3B";-0.000308516370235919;-0.000256109929573646;0.000642804022747023
"APOBEC3F";-0.000308901117969336;-0.000482836857823502;0.00071596698573231
"APOC1";-0.000209652991385051;-0.000512606444584205;0.00070832632034553
"APOD";-0.000317273135593245;-0.000404547334393018;0
"APOL4";-0.000308901117969336;-0.000229041058805392;0.000835653442018212
"APOL5";-0.000303387517477829;0.000439922717583252;0.000720532662685362
"APOO";-0.000332894495337884;-0.000251305587590989;0.000704454715529209
"APP";-0.000175367264985532;-0.000434029924865141;0.000610030698306383
"APTX";-0.00030275702824155;-0.000199487096664066;0.000596859343445932
"AQP10";-0.000309068251525578;-0.000250309371827998;0.000768417489866959
"AQP12A";-0.000307818907675528;-0.000248858868975926;0.000710711870526328
"AQP5";-0.000308901117969336;-0.000257719126270332;0.000711545836951625
"AQP8";-0.000172283775363909;-0.000196014355813238;0.000711832792629918
"AR";-0.000300849013248918;-0.000258451165305248;0
"ARAF";-0.000304082329387909;-0.000389105898253924;0
"ARAP1";-0.00010658302960006;-0.000159028401666322;0.000713443642778266
"ARAP2";-0.000308768814467717;-0.000251624222754532;0.000706315485506315
"ARAP3";-0.000289699109446573;-0.000251305587590989;0.000691555211528666
"ARCN1";-0.000456552096078411;-0.000249790524658922;0.000545944057974153
"AREG";-0.000307674613710548;-0.000247493007968512;0.000728117335002759
"ARFGEF2";-0.000331082537334463;-0.000259685094954395;0.00052939372570836
"ARFRP1";-0.000309859399832627;-0.000258208060525348;0.000719352232251549
"ARG2";-0.000310265976378634;-0.000264489280155171;0.000717706462566016
"ARHGAP17";-0.000246942613238564;-0.000158876139450633;0.000719784090729771
"ARHGAP18";-0.000308901117969336;-0.000252889931718033;0.000872666469203426
"ARHGAP20";0;-0.00124313287670501;0.000707474188504265
"ARHGAP23";-0.000306540413855908;-0.000269469523334616;0.000730243299646947
"ARHGAP24";-0.00039906288109958;0.000146914766184721;0.000730733579676498
"ARHGAP26";-0.000311140056983211;-0.000248958155488353;0
"ARHGAP36";-0.000308901117969336;-0.000236811953046982;0.000709147321187644
"ARHGAP39";-0.000245265042874004;-0.000251305587590989;0.000709147321187644
"ARHGAP4";-0.000201601098046058;-0.000250409461270423;0.000706466221386337
"ARHGAP42";-0.000321195059616184;-0.000272551806368132;0.000703351037665184
"ARHGAP5";-0.000360320257156599;0;0.000541124510693706
"ARHGDIB";-0.000265160559863857;-0.000253360259561251;0.000788681050114487
"ARHGEF1";-0.000319675506235913;-0.000210339701785889;0.000665741907275528
"ARHGEF10";-0.00030856444209136;0.000172077870635377;0.000406412419542955
"ARHGEF10L";-0.000322328266650085;-0.000242470862140578;0.000708292533998158
"ARHGEF12";-0.000309769984001629;-0.000260875967935387;0.000701339841605458
"ARHGEF18";-0.000310343999570987;-0.000453323198990352;0.000709147321187644
"ARHGEF19";-0.000309030314285486;-0.000151513722780561;0.000708664155783745
"ARHGEF2";-0.000325446983380036;-0.000255536541306112;0.000679842534817247
"ARHGEF37";-0.000312275360291671;-0.000234699483405076;-0.000427685668054158
"ARHGEF4";-0.000307030070421234;-0.000152501249146009;0.000782629015239892
"ARHGEF5";-0.000307756196457761;-0.000235867281375198;0.000711831498153927
"ARID1A";-0.000304100241788767;-0.000489479786467195;0.000703385910364929
"ARID1B";-0.0003087908833125;-0.000251871913897968;0.000709147321187644
"ARID2";-0.000231433452210546;-0.00028346707188356;0.000678795705284888
"ARID3B";0;-0.000226406948017795;0.000693468490636889
"ARID5A";-0.000464230954574215;-0.000243441767946403;0.000670272639563498
"ARIH2";-0.000329398820621202;-0.000177958286540608;0.000717801979781165
"ARL10";0;-0.000246763412748589;0.000590382668469264
"ARL17A";-1.60795404615999e-05;-0.000256649103723986;0
"ARL4C";-0.000380054921270737;-0.000251305587590989;0.000701630737104475
"ARL4D";-0.000320258464177168;-0.000228419736273128;0.000711203159738407
"ARL6IP4";-0.000332078282947283;-0.000252065664536797;0.00074184148661239
"ARL8A";-0.000331555619965205;-0.000258991044564575;0.000708775077791487
"ARMC3";-0.000309222060708843;-0.000249780495596278;0.000711857643289208
"ARMC4";-0.000339824530279642;-0.000254344344312476;0.000706890389023829
"ARMC6";-0.000311187017565456;-6.54555265479269e-05;0.0007092297474963
"ARMC9";-0.000386638601740658;-0.00010665985955833;0.000703541538844156
"ARMCX2";-0.000275609848979008;-0.00025610320732322;0.00059334403524274
"ARNT";-0.000308279175352856;-0.000763440182156141;0.00070684750455949
"ARNTL2";-0.000308901117969336;0.000309910771400755;0.000708438771006255
"ARPC1A";-0.000506091233895439;-0.000254552239898074;0.000709147321187644
"ARPC4";-0.000324323240957882;-0.000285354792158754;0.000709123964009419
"ARPC5";-0.000308243428799944;-0.00071316714141817;0.0006362357687666
"ARPC5L";-0.00030961741453556;1.82065527267979e-05;0.000743742614889146
"ARRB1";-0.000308737056603486;-0.000337720467986726;0
"ARRB2";-0.000528497045230492;-0.000226347626458667;0.000856184616490648
